,Accuracy,Accuracy,Macro Precision,Macro Precision,Macro Recall,Macro Recall,Macro F1,Macro F1
,mean,std,mean,std,mean,std,mean,std
Model,,,,,,,,
Most-common-class baseline,0.1271943173333726,0.00781659955782841,0.01589928966667154,0.000977074944728544,0.125,0.0,0.02820185936141136,0.0015358274945546234
Random Forest,0.6363417118212195,0.013053163209709739,0.6573575642350918,0.011135851772787914,0.6407962304681587,0.006229602279644647,0.6451937612633917,0.008444123368434647
SVM,0.41266554779898845,0.015089671453414824,0.43971955352664843,0.016352056718279273,0.42488299271227126,0.00992728844202275,0.4145351292044236,0.011795748430795273
Soft Voting Ensemble,0.6376331897106595,0.011696408258930056,0.6571445876179033,0.011836232003543914,0.6432010323648532,0.006464331699790191,0.647216475438148,0.009023827165859763
XGBoost,0.639329539343272,0.011768315310254145,0.6594764030384384,0.00876271740435487,0.6450932814223291,0.00604004153598175,0.6499776756346803,0.006681742246421935
