,Accuracy,Accuracy,Macro Precision,Macro Precision,Macro Recall,Macro Recall,Macro F1,Macro F1
,mean,std,mean,std,mean,std,mean,std
Split,,,,,,,,
Grouped,0.6397158603834822,0.026497226855273833,0.6602422609340184,0.02750523279056073,0.6463350124580488,0.02071121818918443,0.6497800758066646,0.023122200265273306
Ordinary,0.6623034431290339,0.010496722302166158,0.6822888725568864,0.011133737249678612,0.6704637676551324,0.008662982357116893,0.6738264191354508,0.009253376059453812
