,Accuracy,Accuracy,Macro Precision,Macro Precision,Macro Recall,Macro Recall,Macro F1,Macro F1
,mean,std,mean,std,mean,std,mean,std
Model,,,,,,,,
Most-common-class baseline,0.1271943173333726,0.00781659955782841,0.01589928966667154,0.000977074944728544,0.125,0.0,0.02820185936141136,0.0015358274945546234
Random Forest,0.6408487764875288,0.02575892611936739,0.662343071445341,0.025400098347114257,0.6466564679232831,0.020748980029383808,0.6511270548894368,0.02228478915433987
SVM,0.47828587068290523,0.02037648045696141,0.5300049166691406,0.022162739390472638,0.4754566482663175,0.01908745445490842,0.486637562097435,0.019492212194043908
Soft Voting Ensemble,0.6678237696569177,0.016586816733914135,0.6877086520983061,0.019921338405850347,0.6707184213120834,0.013673098842071548,0.676114888836693,0.015935800838005932
XGBoost,0.6740488492799468,0.013377539456997389,0.6958442973688562,0.014732356736727115,0.6768895506241561,0.012888991907503648,0.6836805554560624,0.013437405257120298
